"lat_bin","lon_bin","fire_count","avg_frp","year"
-20,142,4922,7.4,2022
-20,144,5572,7.35,2022
-20,146,2743,7.64,2022
-20,148,9,2.88,2022
-18,122,11522,12.9,2022
-18,124,20077,8.12,2022
-18,126,27193,8.43,2022
-18,128,15517,8.22,2022
-18,130,6900,8.49,2022
-18,132,2789,12.55,2022
-18,134,3291,10.79,2022
-18,136,27142,11.05,2022
-18,138,5950,9.15,2022
-18,140,4077,9.59,2022
-18,142,17025,8.7,2022
-18,144,6515,6.8,2022
-18,146,19,12.52,2022
-16,124,11130,7.61,2022
-16,126,38486,8.29,2022
-16,128,23886,8.55,2022
-16,130,50010,9.05,2022
-16,132,19204,9.8,2022
-16,134,17345,10.06,2022
-16,136,3895,8.41,2022
-16,140,4263,8.5,2022
-16,142,21091,8.35,2022
-16,144,7650,7.68,2022
-14,126,2623,8.33,2022
-14,128,1756,14.35,2022
-14,130,30784,9.27,2022
-14,132,46840,7.82,2022
-14,134,32845,8.09,2022
-14,136,7250,8.3,2022
-14,140,7560,8.13,2022
-14,142,10783,7.4,2022
-12,118,2,6.86,2022
-12,120,262,5.19,2022
-12,122,427,5.2,2022
-12,124,137,5.09,2022
-12,130,7764,7.34,2022
-12,132,6912,8,2022
-12,134,639,6.1,2022
-12,136,129,7.33,2022
-12,140,17,4.23,2022
-12,142,4886,9.82,2022
-10,112,1106,6.32,2022
-10,114,238,5.32,2022
-10,116,1484,7.29,2022
-10,118,2636,6.84,2022
-10,120,1672,5.84,2022
-10,122,1528,6.39,2022
-10,124,2343,6.86,2022
-10,126,56,6.54,2022
-10,128,28,6.99,2022
-10,130,191,6.84,2022
-10,136,14,3.7,2022
-10,138,166,5.19,2022
-10,140,430,5.25,2022
-10,142,9,3.95,2022
-44,144,171,16.96,2023
-44,146,1465,22.04,2023
-44,148,85,21.9,2023
-42,142,3,2.24,2023
-42,144,993,13.49,2023
-42,146,1363,10.65,2023
-42,148,300,12.4,2023
-40,140,40,5.84,2023
-40,142,657,11.52,2023
-40,144,311,6.75,2023
-40,146,594,21.04,2023
-40,148,9,6.41,2023
-38,136,2,19.5,2023
-38,138,33,6.99,2023
-38,140,3388,12.85,2023
-38,142,5828,16.33,2023
-38,144,3399,13.13,2023
-38,146,2353,17.85,2023
-38,148,1135,12.62,2023
-38,150,44,3.4,2023
-36,114,700,9.76,2023
-36,116,3343,13.39,2023
-36,118,449,11.74,2023
-36,134,256,19.75,2023
-36,136,605,16.22,2023
-36,138,924,8.83,2023
-36,140,483,9.41,2023
-36,142,2050,8.61,2023
-36,144,2629,17.72,2023
-36,146,7369,13.69,2023
-36,148,2444,10.75,2023
-36,150,3179,3.73,2023
-34,114,1422,9.54,2023
-34,116,10947,10.48,2023
-34,118,2403,15.72,2023
-34,120,2303,22.62,2023
-34,122,2667,21.98,2023
-34,124,39,33.62,2023
-34,126,1,0.82,2023
-34,132,59,19.11,2023
-34,134,604,11.92,2023
-34,136,1982,3.55,2023
-34,138,615,14.74,2023
-34,140,241,19.86,2023
-34,142,371,9.36,2023
-34,144,3255,10.94,2023
-34,146,6723,13.39,2023
-34,148,4647,13.63,2023
-34,150,2497,6.22,2023
-34,152,422,5.8,2023
-32,114,1573,23.21,2023
-32,116,6998,10.59,2023
-32,118,1329,14.62,2023
-32,120,1675,20.99,2023
-32,122,661,27.38,2023
-32,124,220,24.29,2023
-32,128,1,0.05,2023
-32,130,451,16.81,2023
-32,132,92,45.02,2023
-32,134,26,29.19,2023
-32,136,950,12.61,2023
-32,138,631,19.27,2023
-32,140,18,87.33,2023
-32,142,272,18.62,2023
-32,144,833,9.29,2023
-32,146,5647,11.74,2023
-32,148,8428,16.61,2023
-32,150,4439,6.41,2023
-32,152,5327,7.66,2023
-30,114,1791,12.47,2023
-30,116,593,8.96,2023
-30,118,695,32.34,2023
-30,120,305,11.27,2023
-30,122,743,14,2023
-30,124,795,11.41,2023
-30,126,1608,25.81,2023
-30,128,1891,14.48,2023
-30,130,1278,13.03,2023
-30,132,130,15.82,2023
-30,134,1,1.68,2023
-30,136,3,3,2023
-30,138,2,0.7,2023
-30,140,124,4.88,2023
-30,142,314,34.11,2023
-30,144,92,15.95,2023
-30,146,5025,8.81,2023
-30,148,6118,7.79,2023
-30,150,13259,12.79,2023
-30,152,7914,6.37,2023
-28,114,1178,24.6,2023
-28,116,3,1.52,2023
-28,118,48,9.76,2023
-28,120,42,6.83,2023
-28,122,69,8.29,2023
-28,124,1316,18.51,2023
-28,126,401,21.12,2023
-28,128,3204,13.48,2023
-28,130,7431,15.8,2023
-28,132,951,21.6,2023
-28,134,22,1.57,2023
-28,140,101,17.88,2023
-28,142,4,4.05,2023
-28,144,353,5.7,2023
-28,146,3326,17.01,2023
-28,148,5407,7.78,2023
-28,150,19517,11.61,2023
-28,152,4391,6.07,2023
-26,112,12,3.95,2023
-26,114,1374,13.15,2023
-26,116,5,8.23,2023
-26,118,25,13.21,2023
-26,120,96,17.3,2023
-26,122,523,19.19,2023
-26,124,1509,16.71,2023
-26,126,1776,21.35,2023
-26,128,4026,14.34,2023
-26,130,4548,13.92,2023
-26,132,10660,13.4,2023
-26,134,2523,9.14,2023
-26,136,9,1.18,2023
-26,138,506,17.04,2023
-26,140,6,8.64,2023
-26,142,79,6.5,2023
-26,144,530,7.28,2023
-26,146,23594,8.31,2023
-26,148,34558,6.45,2023
-26,150,31453,7.58,2023
-26,152,3937,8.37,2023
-24,112,543,9.36,2023
-24,114,1658,15.56,2023
-24,116,7536,15.41,2023
-24,118,1604,10.54,2023
-24,120,3308,18.98,2023
-24,122,3368,19.11,2023
-24,124,2486,23.6,2023
-24,126,10618,21.71,2023
-24,128,3916,17.1,2023
-24,130,22174,14.91,2023
-24,132,31153,15.16,2023
-24,134,19066,10.7,2023
-24,136,901,13.18,2023
-24,138,420,13.89,2023
-24,140,65,8.92,2023
-24,142,161,5.8,2023
-24,144,4923,14.69,2023
-24,146,9214,7.65,2023
-24,148,12113,7.64,2023
-24,150,8334,7.3,2023
-22,114,2293,9.64,2023
-22,116,9873,14.83,2023
-22,118,6380,16.35,2023
-22,120,9349,17.82,2023
-22,122,18531,21.35,2023
-22,124,23078,17.52,2023
-22,126,18110,19.9,2023
-22,128,19228,19.07,2023
-22,130,27403,19.46,2023
-22,132,58309,15.94,2023
-22,134,26926,14.05,2023
-22,136,27011,17.57,2023
-22,138,12177,11.99,2023
-22,140,4393,12.78,2023
-22,142,853,11.66,2023
-22,144,8642,8.65,2023
-22,146,4036,7.25,2023
-22,148,3138,6.84,2023
-20,120,6156,19.44,2023
-20,122,39564,16.3,2023
-20,124,37719,13.64,2023
-20,126,26454,13.64,2023
-20,128,37936,14.44,2023
-20,130,64181,13.51,2023
-20,132,50183,15.58,2023
-20,134,24960,13.58,2023
-20,136,24748,14.14,2023
-20,138,24783,10.16,2023
-20,140,9262,11.67,2023
-20,142,18677,8.56,2023
-20,144,13928,8.57,2023
-20,146,5443,8.11,2023
-20,148,21,5.49,2023
-18,122,22451,13.09,2023
-18,124,51001,9.29,2023
-18,126,51811,9.01,2023
-18,128,26343,9.54,2023
-18,130,39398,10.72,2023
-18,132,17812,12.07,2023
-18,134,15482,11.46,2023
-18,136,35374,9.89,2023
-18,138,11140,9.58,2023
-18,140,1721,7.3,2023
-18,142,9248,10.31,2023
-18,144,22033,7.72,2023
-18,146,2,2.74,2023
-16,124,19505,7.59,2023
-16,126,27599,7.56,2023
-16,128,16991,8.02,2023
-16,130,32968,7.92,2023
-16,132,24242,8.53,2023
-16,134,17660,12.08,2023
-16,136,3238,10.55,2023
-16,140,4348,7.99,2023
-16,142,19175,7.85,2023
-16,144,21579,8.27,2023
-14,126,135,10.12,2023
-14,128,1685,12.35,2023
-14,130,33128,9.09,2023
-14,132,40838,7.67,2023
-14,134,45573,9.28,2023
-14,136,12703,8.2,2023
-14,140,9927,9.57,2023
-14,142,34538,7.16,2023
-12,118,9,4.77,2023
-12,120,1224,6.85,2023
-12,122,1252,6.05,2023
-12,124,729,6.21,2023
-12,130,18512,9.6,2023
-12,132,9560,9.86,2023
-12,134,1129,6.63,2023
-12,136,227,5.13,2023
-12,140,38,6.67,2023
-12,142,9261,8.09,2023
-10,112,2056,6.78,2023
-10,114,1100,9.75,2023
-10,116,4447,7.83,2023
-10,118,7462,7.54,2023
-10,120,4298,6.47,2023
-10,122,6098,7.69,2023
-10,124,8803,6.85,2023
-10,126,155,5.23,2023
-10,128,128,6.11,2023
-10,130,446,7.64,2023
-10,136,1753,6.85,2023
-10,138,3544,6.98,2023
-10,140,6487,6.56,2023
-10,142,24,6.92,2023
-44,144,80,19.29,2024
-44,146,1868,19.72,2024
-44,148,13,3.27,2024
-42,142,3,4.28,2024
-42,144,1367,13.16,2024
-42,146,2176,11.03,2024
-42,148,300,12.82,2024
-40,140,116,19.84,2024
-40,142,723,12.7,2024
-40,144,311,6.94,2024
-40,146,792,5.88,2024
-40,148,2,2.55,2024
-38,138,30,5.87,2024
-38,140,3679,16.82,2024
-38,142,11315,22.39,2024
-38,144,3312,12.99,2024
-38,146,4899,6.2,2024
-38,148,1138,7.8,2024
-38,150,53,6.38,2024
-36,114,880,18.25,2024
-36,116,4451,20.14,2024
-36,118,1109,23.23,2024
-36,134,324,27.77,2024
-36,136,500,16.03,2024
-36,138,825,10.28,2024
-36,140,637,12.47,2024
-36,142,1811,11.61,2024
-36,144,3235,21.44,2024
-36,146,7692,17.78,2024
-36,148,2307,12.21,2024
-36,150,2330,2.95,2024
-34,114,1934,8.16,2024
